Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/India/un-NIV-Q100/2020	EPI_ISL_1061417	2020-03-10	Asia / India	Human	Original	Nasal and throat swab		Illumina MiniSeq	CLC Genomics Workbench 11.0			B.4	O
hCoV-19/India/un-NIV_P1_2020Q100/2020	EPI_ISL_1061426	2020	Asia / India	Human	Vero CCL81	Vero CCL81		Illumina MiniSeq	CLC Genomics Workbench 11.0			B.4	O
hCoV-19/India/un-NIV_P2_2020Q100/2020	EPI_ISL_1061428	2020	Asia / India	Human	Vero CCL81	Vero CCL81		Illumina MiniSeq	CLC Genomics Workbench 11.0			B.4	O
hCoV-19/India/un-NIV_P1_2020Q111/2020	EPI_ISL_1061433	2020	Asia / India	Human	Vero CCL81	Vero CCL81		Illumina MiniSeq	CLC Genomics Workbench 11.0	Gap of 3 nucleotides when compared to the reference sequence.	info	B.4	O
hCoV-19/India/un-NIV_P2_2020Q111/2020	EPI_ISL_1061434	2020	Asia / India	Human	Vero CCL81			Illumina MiniSeq	CLC Genomics Workbench 11.0	Gap of 3 nucleotides when compared to the reference sequence.	info	B.4	O
hCoV-19/Guangdong/20SF174/2020	EPI_ISL_406531	2020-01-22	Asia / China / Guangdong / Zhuhai	Human	Original							B	L
hCoV-19/Foshan/20SF207/2020	EPI_ISL_406534	2020-01-22	Asia / China / Guangdong / Foshan	Human	Original							B	L
hCoV-19/Foshan/20SF210/2020	EPI_ISL_406535	2020-01-22	Asia / China / Guangdong / Foshan	Human	Original							B	L
hCoV-19/Foshan/20SF211/2020	EPI_ISL_406536	2020-01-22	Asia / China / Guangdong / Foshan	Human	Original							B	L
hCoV-19/India/MH-1-27/2020	EPI_ISL_413522	2020-01-27	Asia / India / Maharashtra	Human	Original	Throat swab		Illumina Miniseq	CLC Genomics Workbench 11	Gap of 3 nucleotides when compared to the reference sequence.		B	L
hCoV-19/Wales/PHW1/2020	EPI_ISL_413555	2020-02-27	Europe / United Kingdom / Wales	Human	Original							B.1	G
hCoV-19/USA/CA-CDPH-UC2/2020	EPI_ISL_413558	2020-02-27	North America / USA / California / Solano County	Human	Original	Nasopharyngeal swab, oropharyngeal swab	health care worker taking care of UC4 (EPI_ISL_413561)	Illumina NextSeq with MSSPE	Geneious 11.1.3			B	L
hCoV-19/USA/CA-CDPH-UC3/2020	EPI_ISL_413559	2020-02-27	North America / USA / California / Solano County	Human	Original		health care worker taking care of UC4 (EPI_ISL_413561)	Illumina NextSeq with MSSPE	Geneious 11.1.3			B	L
