Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Switzerland/BL-ETHZ-480546/2021	EPI_ISL_1004058	2021-02-02	Europe / Switzerland / Basel-Landschaft	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe			B.1.36.22	GH
hCoV-19/Switzerland/BL-ETHZ-481181/2021	EPI_ISL_1004139	2021-02-04	Europe / Switzerland / Basel-Landschaft	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe			B.1.36.22	GH
hCoV-19/England/MILK-1215F51/2021	EPI_ISL_1006616	2021-02-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS7b_E33stop results in 25.6% truncation of the protein sequence.	info	B.1.36.17	GH
hCoV-19/Denmark/DCGC-44098/2021	EPI_ISL_1024476	2021-02-01	Europe / Denmark / Nordjylland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	NS7b_E39stop results in 11.6% truncation of the protein sequence.	info	B.1.36	GH
hCoV-19/Denmark/DCGC-44141/2021	EPI_ISL_1024519	2021-02-01	Europe / Denmark / Nordjylland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	Gap of 1 nucleotide(s) found at refpos 26305 (FRAMESHIFT confirmed by the submitter). E without BLAST coverage.	info	B.1.523	GH
hCoV-19/Denmark/DCGC-45518/2020	EPI_ISL_1025896	2020-12-14	Europe / Denmark / Sjaelland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.36.25	GH
hCoV-19/USA/CA-CZB-19831/2020	EPI_ISL_1030430	2020-12-24	North America / USA / California / Santa Clara County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina Novaseq	minimap2 / iVar			B.1.36.10	GH
hCoV-19/USA/CA-CZB-19705/2020	EPI_ISL_1030436	2020-12-21	North America / USA / California / Santa Clara County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina Novaseq	minimap2 / iVar			B.1.523	GH
hCoV-19/Indonesia/PA-NIHRD-WGS124/2021	EPI_ISL_1048406	2021-01-05	Asia / Indonesia / Papua	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina MiSeq	CLC Genomics Workbench			B.1.466.2	GH
hCoV-19/England/MILK-11C98CB/2021	EPI_ISL_1050826	2021-01-31	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.36.18	GH
hCoV-19/Canada/NS-NML-5416/2020	EPI_ISL_1055600	2020-11-21	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.8	GH
hCoV-19/Canada/NS-NML-5442/2020	EPI_ISL_1055623	2020-11-20	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.8	GH
hCoV-19/Canada/NS-NML-5450/2020	EPI_ISL_1055630	2020-11-18	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.8	GH
hCoV-19/Canada/NS-NML-5482/2020	EPI_ISL_1055658	2020-10-31	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1	Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.36	GH
hCoV-19/Canada/NS-NML-5526/2020	EPI_ISL_1055689	2020-07-29	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.8	GH
hCoV-19/Canada/NS-NML-5564/2020	EPI_ISL_1055719	2020-12-06	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.26	GH
hCoV-19/Canada/NS-NML-5565/2020	EPI_ISL_1055720	2020-12-09	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.26	GH
hCoV-19/Canada/NS-NML-5566/2020	EPI_ISL_1055721	2020-12-06	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.26	GH
hCoV-19/Canada/NS-NML-5567/2020	EPI_ISL_1055722	2020-12-08	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.26	GH
hCoV-19/Canada/NS-NML-16217/2021	EPI_ISL_1055736	2021-01-14	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36.18	GH
hCoV-19/Canada/NS-NML-16219/2021	EPI_ISL_1055738	2021-01-14	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36	GH
hCoV-19/Canada/NS-NML-16220/2021	EPI_ISL_1055739	2021-01-15	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36	GH
hCoV-19/Canada/NS-NML-16236/2021	EPI_ISL_1055748	2021-01-25	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.36	GH
hCoV-19/Hong Kong/HKCH_227/2020	EPI_ISL_1061404	2020-10-02	Asia / Hong Kong	Human	Original	Nasopharyngeal aspirate and throat swab		Illumina				B.1.36.27	GH
hCoV-19/Hong Kong/HKCH_349/2020	EPI_ISL_1061405	2020-11-11	Asia / Hong Kong	Human	Original	Nasopharyngeal swab and throat swab		Illumina				B.1.36	GH
hCoV-19/Hong Kong/HKCH_373/2020	EPI_ISL_1061406	2020-11-19	Asia / Hong Kong	Human	Original	Throat saliva		Illumina				B.1.36.27	GH
hCoV-19/Hong Kong/HKCH_374/2020	EPI_ISL_1061407	2020-11-19	Asia / Hong Kong	Human	Original	Nasopharyngeal swab and throat swab		Illumina				B.1.36.27	GH
hCoV-19/Hong Kong/HKCH_380/2020	EPI_ISL_1061408	2020-11-21	Asia / Hong Kong	Human	Original	Nasopharyngeal aspirate and throat swab		Illumina				B.1.36.27	GH
hCoV-19/Hong Kong/HKCH_382/2020	EPI_ISL_1061409	2020-11-21	Asia / Hong Kong	Human	Original	Nasopharyngeal aspirate and throat swab		Illumina				B.1.36.27	GH
hCoV-19/Hong Kong/HKCH_385/2020	EPI_ISL_1061410	2020-11-21	Asia / Hong Kong	Human	Original	Nasopharyngeal swab and throat swab		Illumina				B.1.36.27	GH
hCoV-19/Hong Kong/HKCH_390/2020	EPI_ISL_1061411	2020-11-22	Asia / Hong Kong	Human	Original	Nasopharyngeal swab and throat swab		Illumina				B.1.36.27	GH
hCoV-19/Denmark/DCGC-46799/2021	EPI_ISL_1066309	2021-02-15	Europe / Denmark / Sjaelland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.36	GH
hCoV-19/Israel/CVL-3434/2021	EPI_ISL_1073477	2021-01-25	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina MiSeq		Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.466.1	GH
hCoV-19/Singapore/220/2021	EPI_ISL_1081947	2021-02-20	Asia / Singapore	Human	Original			Illumina MiSeq		NS7b_E39stop results in 11.6% truncation of the protein sequence.	info	B.1.470	GH
hCoV-19/Singapore/223/2021	EPI_ISL_1081950	2021-02-18	Asia / Singapore	Human	Original			Illumina MiSeq				B.1.466.2	GH
hCoV-19/Finland/14M12/2020	EPI_ISL_418401	2020-03-14	Europe / Finland	Human	Original	Nasopharyngeal swab		Illumina MiSeq	BWA-MEM			B.1.465	GH
hCoV-19/Finland/14M16/2020	EPI_ISL_418404	2020-03-14	Europe / Finland	Human	Original	Nasopharyngeal swab		Illumina MiSeq	BWA-MEM			B.1.465	GH
hCoV-19/Finland/14M26/2020	EPI_ISL_418406	2020-03-14	Europe / Finland	Human	Original	Nasopharyngeal swab		Illumina MiSeq	BWA-MEM			B.1.465	GH
hCoV-19/India/GJ-GBRC8/2020	EPI_ISL_435055	2020-04-22	Asia / India / Gujarat / Gandhinagar	Human	Original	Oropharyngeal swab		Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/DL-NCDC-01475/2020	EPI_ISL_435065	2020-03-15	Asia / India / Delhi	Human	Original			Nanopore MinION	Reference based			B.1.36	GH
hCoV-19/India/DL-NCDC-01711/2020	EPI_ISL_435066	2020-03-18	Asia / India / Delhi	Human	Original			Nanopore MinION	Reference based			B.1.36	GH
hCoV-19/India/DL-NCDC-01712/2020	EPI_ISL_435067	2020-03-18	Asia / India / Delhi	Human	Original			Nanopore MinION	Reference based			B.1.36	GH
hCoV-19/India/DL-NCDC-01757/2020	EPI_ISL_435068	2020-03-18	Asia / India / Delhi	Human	Original			Nanopore MinION	Reference based			B.1.36	GH
hCoV-19/England/CAMB-82FDC/2020	EPI_ISL_443482	2020-04-14	Europe / United Kingdom / England	Human	Original		unknown	Illumina NovaSeq				B.1.465	GH
hCoV-19/Denmark/ALAB-SSI-1260/2020	EPI_ISL_444832	2020-03-11	Europe / Denmark	Human	Original			Nanopore MinION				B.1.465	GH
hCoV-19/India/GJ-GBRC58/2020	EPI_ISL_447033	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12	NS8_E64stop results in 47.9% truncation of the protein sequence.	info	B.1.36.8	GH
hCoV-19/India/GJ-GBRC60/2020	EPI_ISL_447035	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC61/2020	EPI_ISL_447036	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12	Gap of 6 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/India/GJ-GBRC62/2020	EPI_ISL_447037	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1	GH
hCoV-19/India/GJ-GBRC64/2020	EPI_ISL_447039	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC65a/2020	EPI_ISL_447040	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC66/2020	EPI_ISL_447042	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.465	GH
hCoV-19/India/GJ-GBRC68/2020	EPI_ISL_447045	2020-05-03	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC69/2020	EPI_ISL_447046	2020-05-04	Asia / India / Gujarat / Ahmedabad	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC71/2020	EPI_ISL_447048	2020-04-27	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC72a/2020	EPI_ISL_447049	2020-04-29	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC72b/2020	EPI_ISL_447050	2020-04-29	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
hCoV-19/India/GJ-GBRC73/2020	EPI_ISL_447051	2020-04-29	Asia / India / Gujarat / Gandhinagar	Human	Original			Ion Torrent	CLC Genomics Workbench 12			B.1.36.8	GH
