Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Poland/2081260710_gx1/2021	EPI_ISL_1007944	2021-02-03	Europe / Poland / Wielkopolska / Oborniki	Human	Original	Oropharyngeal and nasopharyngeal swab		Oxford Nanopore	ARTICv3			B.1.1	GR
hCoV-19/Poland/2120933140_gx1/2021	EPI_ISL_1007946	2021-02-01	Europe / Poland / Wielkopolska / Poznań	Human	Original	Oropharyngeal and nasopharyngeal swab		Oxford Nanopore	ARTICv3			B.1.1.153	GR
hCoV-19/Poland/2142384415_gx1/2021	EPI_ISL_1007959	2021-02-03	Europe / Poland / Wielkopolska / Poznań	Human	Original	Oropharyngeal and nasopharyngeal swab		Oxford Nanopore	ARTICv3			B.1.1.277	GR
hCoV-19/Poland/2142947725_gx1/2021	EPI_ISL_1007983	2021-01-25	Europe / Poland / Wielkopolska / Dąbrowa	Human	Original	Oropharyngeal and nasopharyngeal swab		Oxford Nanopore	ARTICv3			B.1.1.44	GR
hCoV-19/USA/NY-Wadsworth-21017648-01/2021	EPI_ISL_1016164	2021-01-20	North America / USA / New York / Kings County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.1.411	GR
hCoV-19/USA/OR-PROV-341/2020	EPI_ISL_1017323	2020-06-26	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1.380	GR
hCoV-19/USA/OR-PROV-472/2020	EPI_ISL_1017360	2020-06-21	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1.380	GR
hCoV-19/Denmark/DCGC-42823/2021	EPI_ISL_1023101	2021-02-08	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.1	GR
hCoV-19/Denmark/DCGC-42905/2021	EPI_ISL_1023183	2021-02-08	Europe / Denmark / Sjaelland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.1.170	GR
hCoV-19/Denmark/DCGC-45371/2020	EPI_ISL_1025749	2020-12-21	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.1.153	GR
hCoV-19/Denmark/DCGC-45465/2020	EPI_ISL_1025843	2020-12-14	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.1.153	GR
hCoV-19/USA/CA-CZB-23304/2021	EPI_ISL_1030306	2021-01-13	North America / USA / California / Contra Costa County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina Novaseq	minimap2 / iVar	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.416	GR
hCoV-19/USA/CA-CZB-22691/2020	EPI_ISL_1030496	2020-12-15	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina Novaseq	minimap2 / iVar			B.1.1.416	GR
hCoV-19/USA/IL-IDPH-COO-I-0001048/2021	EPI_ISL_1032909	2021-01-16	North America / USA / Illinois / Cook County	Human	Original			Nanopore MinION	Medaka			B.1.1.416	GR
hCoV-19/Indonesia/JK-FKUI-001/2020	EPI_ISL_1041030	2020-11-10	Asia / Indonesia / Jakarta	Human	Original	Conjungtival swab		Oxford Nanopore's GridION	ARTIC Workflow			B.1.1.398	GR
hCoV-19/USA/CA-IGI-1069/2020	EPI_ISL_1041106	2020-08-24	North America / USA / California / Alameda County	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2 v2.16-r922 / iVar 1.3.1 reference aligned	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.1.416	GR
hCoV-19/Denmark/DCGC-45589/2020	EPI_ISL_1065099	2020-11-09	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.1	GR
hCoV-19/Costa Rica/INC-0260/2021	EPI_ISL_1067603	2021-01-27	North America / Costa Rica / San Jose / Moravia	Human	Original	Nasopharyngeal swab		Illumina Miseq	metaSPADES (Bankevich et al.,2012); Genome detective virus tool Version 1.126	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.389	GR
hCoV-19/Costa Rica/INC-0268/2021	EPI_ISL_1067608	2021-01-27	North America / Costa Rica / Guanacaste / Santa Cruz	Human	Original	Nasopharyngeal swab	Nicaraguan	Illumina Miseq	metaSPADES (Bankevich et al.,2012); Genome detective virus tool Version 1.126			B.1.1.389	GR
hCoV-19/Costa Rica/INC-0253/2021	EPI_ISL_1067609	2021-01-26	North America / Costa Rica / Alajuela / Alajuela	Human	Original	Nasopharyngeal swab		Illumina Miseq	metaSPADES (Bankevich et al.,2012); Genome detective virus tool Version 1.126			B.1.1.389	GR
