Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Anhui/2/2020	EPI_ISL_412026	2020-02-23	Asia / China / Anhui / Hefei	Human	Original			unknown				B	L
hCoV-19/Hong Kong/VB20026565-2/2020	EPI_ISL_412030	2020-02-01	Asia / Hong Kong	Human	Original	Nasopharyngeal aspirate and throat swab		Illumina MiSeq	BWA 0.7.17-r1188			B	O
hCoV-19/Netherlands/Rotterdam_1363790/2020	EPI_ISL_413582	2020-03-01	Europe / Netherlands / Zuid-Holland / Rotterdam	Human	Original			Nanopore		Gap of 3 nucleotides when compared to the reference sequence.	info	B	L
hCoV-19/USA/CruiseA-3/2020	EPI_ISL_413608	2020-02-18	North America / USA	Human	Original	Nasopharyngeal swab		Nanopore MinION, Sanger				B	O
hCoV-19/USA/CruiseA-4/2020	EPI_ISL_413609	2020-02-21	North America / USA	Human	Original	Nasopharyngeal swab		Nanopore MinION, Sanger				B.5	O
hCoV-19/USA/CruiseA-5/2020	EPI_ISL_413610	2020-02-21	North America / USA	Human	Original	Oropharyngeal swab		Nanopore MinION, Sanger				B	O
hCoV-19/USA/CruiseA-9/2020	EPI_ISL_413614	2020-02-17	North America / USA	Human	Original	Nasopharyngeal swab		Nanopore MinION, Sanger				B	O
hCoV-19/USA/CruiseA-12/2020	EPI_ISL_413617	2020-02-20	North America / USA	Human	Original	Oropharyngeal swab		Illumina MiSeq, Nanopre MinION				B.5	O
hCoV-19/USA/CruiseA-13/2020	EPI_ISL_413618	2020-02-20	North America / USA	Human	Original	Nasopharyngeal swab		Illumina MiSeq, Nanopore MinION				B	O
hCoV-19/USA/CruiseA-15/2020	EPI_ISL_413620	2020-02-18	North America / USA	Human	Original	Nasopharyngeal swab		Illumina MiSeq, Nanopore MinION				B	O
hCoV-19/USA/CruiseA-16/2020	EPI_ISL_413621	2020-02-18	North America / USA	Human	Original	Nasopharyngeal swab		Illumina MiSeq, Nanopore MinION				B	O
hCoV-19/Weifang/WF0003/2020	EPI_ISL_413693	2020-01	Asia / China / Weifang	Human	Original			MGI				B	L
hCoV-19/England/20134000804/2020	EPI_ISL_423045	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.40	V
hCoV-19/England/20134001904/2020	EPI_ISL_423052	2020-03-19	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.40	V
hCoV-19/England/20134003304/2020	EPI_ISL_423058	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.40	V
hCoV-19/England/20134005004/2020	EPI_ISL_423066	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.40	V
hCoV-19/England/20134006404/2020	EPI_ISL_423069	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Gap of 3 nucleotides when compared to the reference sequence.	info	B.23	L
hCoV-19/England/20134009504/2020	EPI_ISL_423076	2020-03-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.40	V
hCoV-19/England/20134010904/2020	EPI_ISL_423078	2020-03-25	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.40	V
