Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Latvia/06/2020	EPI_ISL_426286	2020-03-30	Europe / Latvia	Human	Original	Nasopharyngeal and oropharyngeal swab		DNBSEQ-G400RS, MGI Tech Co., Ltd	bowtie2			B.59	GR
hCoV-19/Latvia/07/2020	EPI_ISL_426287	2020-03-30	Europe / Latvia	Human	Original	Nasopharyngeal and oropharyngeal swab		DNBSEQ-G400RS, MGI Tech Co., Ltd	bowtie2			B.59	GR
hCoV-19/Australia/VIC339/2020	EPI_ISL_426648	2020-03-20	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.1.71	GR
hCoV-19/Australia/VIC594/2020	EPI_ISL_426851	2020-03-25	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.1	GR
hCoV-19/Czech Republic/IAB_1/2020	EPI_ISL_426883	2020-03-27	Europe / Czech Republic	Human	Original			Illumina MiSeq	De-novo assembly- viral-ngs: genomic analysis pipelines for viral sequencing			B.1	G
hCoV-19/Czech Republic/IAB_15/2020	EPI_ISL_426890	2020-03-26	Europe / Czech Republic	Human	Original			Illumina MiSeq	De-novo assembly- viral-ngs: genomic analysis pipelines for viral sequencing			B.1	G
hCoV-19/Luxembourg/LNS0001029/2020	EPI_ISL_445064	2020-04-28	Europe / Luxembourg	Human	Original			Illumina MiniSeq (Amplicon, ARTIC primer set V1)	Bowtie2, BCFtools			B.1.1.198	GR
hCoV-19/USA/TX_GCID_192000072/2020	EPI_ISL_445080	2020-03-21	North America / USA / Texas / Houston County	Human	Original	Nasal swab		NovaSeq 6000 S4	VirMAP			B.59	GR
hCoV-19/USA/CA-CZB-1123/2020	EPI_ISL_445171	2020-03-27	North America / USA / California / San Francisco County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	minimap2 / iVar			B.1.1	O
hCoV-19/Sweden/20-06208/2020	EPI_ISL_445223	2020-03-23	Europe / Sweden / Skane	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Torrent suite variantCaller with fill from reference and majority wins			B.1.1	GR
hCoV-19/Wales/PHWC-2BC38/2020	EPI_ISL_445823	2020-04-09	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/Wales/PHWC-2E2CA/2020	EPI_ISL_446083	2020-04-16	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/Wales/PHWC-2EC44/2020	EPI_ISL_446131	2020-04-07	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/Wales/PHWC-2ED14/2020	EPI_ISL_446143	2020-04-06	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1.249	GR
hCoV-19/Wales/PHWC-2ED9C/2020	EPI_ISL_446151	2020-04-07	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/Wales/PHWC-2EFD2/2020	EPI_ISL_446184	2020-04-04	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/USA/NY-NYUMC723/2020	EPI_ISL_451438	2020-03-26	North America / USA / New York / Bronx	Human	Original			Illumina NovaSeq (Ribo-depleted)	BWA v0.7.17, bases below 20x coverage masked			B.1.1.61	GR
hCoV-19/Australia/NSW291/2020	EPI_ISL_451555	2020-04-03	Oceania / Australia / New South Wales / Sydney	Human	Original			Illumina iSeq				B.1.1	GR
hCoV-19/Poland/Pom11/2020	EPI_ISL_451652	2020-04-30	Europe / Poland / Pomorze	Human	Original			Nanopore MinION	ARTICv3 / Geneious Prime 2020.1.2			B.1.1	GR
hCoV-19/Switzerland/VS-ETHZ-100798/2020	EPI_ISL_451748	2020-03-25	Europe / Switzerland / Valais	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1	G
hCoV-19/Switzerland/VD-ETHZ-100802/2020	EPI_ISL_451752	2020-03-25	Europe / Switzerland / Vaud	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1.71	GR
hCoV-19/Switzerland/GR-ETHZ-100838/2020	EPI_ISL_451786	2020-03-25	Europe / Switzerland / Grisons	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1	GR
hCoV-19/Switzerland/BE-ETHZ-101144/2020	EPI_ISL_451811	2020-03-31	Europe / Switzerland / Bern	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1	G
hCoV-19/Switzerland/ZH-ETHZ-101172/2020	EPI_ISL_451835	2020-03-31	Europe / Switzerland / Zurich	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1	GR
hCoV-19/Switzerland/BE-ETHZ-110497/2020	EPI_ISL_451905	2020-04-07	Europe / Switzerland / Bern	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1.164	GR
hCoV-19/Germany/BY-MVP-0155/2020	EPI_ISL_451945	2020-04-01	Europe / Germany / Bavaria / Munich	Human	Original	Nasopharyngeal swab		Illumina Hiseq 1500	ARTIC V3 amplicons, Nextera XT library, bwa v0.7.17, iVar v1.2.2			B.1.1.515	GR
hCoV-19/Russia/SCPM-O-07/2020	EPI_ISL_451969	2020-03-22	Europe / Russia / Moscow	Human	Original			BGISEQ-500	Unicycler v0.4.7			B.1.1	GR
hCoV-19/Poland/PL_P10/2020	EPI_ISL_451971	2020-04-01	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P12/2020	EPI_ISL_451973	2020-03-31	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P14/2020	EPI_ISL_451975	2020-03-31	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P19/2020	EPI_ISL_451980	2020-04-02	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P20/2020	EPI_ISL_451981	2020-04-07	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P21/2020	EPI_ISL_451982	2020-03-29	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P23/2020	EPI_ISL_451984	2020-03-29	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P24/2020	EPI_ISL_451985	2020-03-29	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Poland/PL_P25/2020	EPI_ISL_451986	2020-04-07	Europe / Poland / Malopolska / Kraków	Human	Original			MiSeq V3 2x75 paired reads (Illumina) +Nextera Flex Enrichment Library with Respiratory Virus Oligo Panel capture (Illumina).	BWA, Mark Duplicates Pipeline Spark (GATK v.4.1.5.0)			B.1.1	GR
hCoV-19/Scotland/GCVR-170592/2020	EPI_ISL_459594	2020-03-24	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.1	GR
hCoV-19/Scotland/GCVR-170CCA/2020	EPI_ISL_459654	2020-03-24	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.1	GR
hCoV-19/Scotland/GCVR-1713F1/2020	EPI_ISL_459684	2020-03-26	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.1.43	GR
hCoV-19/Scotland/GCVR-170C24/2020	EPI_ISL_459718	2020-03-25	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.1	GR
hCoV-19/Chile/RM-CMM-25669/2020	EPI_ISL_459862	2020-03-17	South America / Chile / Region Metropolitana de Santiago / Santiago	Human	Original			Nanopore MinION	Artic Minion Procotol			B.1	G
hCoV-19/Canada/ON_QGLO-01/2020	EPI_ISL_459866	2020-03-18	North America / Canada / Ontario	Human	Original			Ion Torrent				B.1.1	GR
hCoV-19/India/DL-MaxCov0010-CSIR-IGIB/2020	EPI_ISL_459913	2020-05-03	Asia / India / Delhi	Human	Original	Nasal swab		Illumina MiSeq	Reference based			B.1.1	O
hCoV-19/India/DL-MaxCov0022-CSIR-IGIB/2020	EPI_ISL_459924	2020-05-08	Asia / India / Delhi	Human	Original	Nasal swab		Illumina MiSeq	Reference based			B.1.1	O
hCoV-19/England/20119027704/2020	EPI_ISL_465037	2020-03-14	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1.71	GR
hCoV-19/England/20119049904/2020	EPI_ISL_465073	2020-03-14	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1	G
hCoV-19/England/20119054604/2020	EPI_ISL_465075	2020-03-14	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20119062704/2020	EPI_ISL_465085	2020-03-14	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20119063404/2020	EPI_ISL_465087	2020-03-12	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1.71	GR
hCoV-19/England/20169002104/2020	EPI_ISL_465169	2020-04-17	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20169002204/2020	EPI_ISL_465170	2020-04-17	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20169005204/2020	EPI_ISL_465180	2020-04-14	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1.164	GR
hCoV-19/England/20169005304/2020	EPI_ISL_465181	2020-04-14	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1.164	GR
hCoV-19/England/20169020604/2020	EPI_ISL_465208	2020-04-18	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20169022304/2020	EPI_ISL_465213	2020-04-17	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20169030004/2020	EPI_ISL_465224	2020-04-10	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.610	G
hCoV-19/England/20170032004/2020	EPI_ISL_465276	2020-04-09	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20170032204/2020	EPI_ISL_465278	2020-04-09	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	NSP11 without BLAST coverage.	warn	B.1.1	GR
hCoV-19/England/20170037604/2020	EPI_ISL_465289	2020-04-09	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
