Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Wales/PHWC-2EA4A/2020	EPI_ISL_446103	2020-04-07	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.1	GR
hCoV-19/England/20182013104/2020	EPI_ISL_465450	2020-04-23	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/England/20184026604/2020	EPI_ISL_465453	2020-04-24	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20194148101/2020	EPI_ISL_465620	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)			B.1.1	GR
hCoV-19/England/20204113704/2020	EPI_ISL_465652	2020-05-13	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/England/20212019304/2020	EPI_ISL_465676	2020-05-19	Europe / United Kingdom / England	Human	Original			Illumina NextSeq	PHE pipeline (BWA-SAMtools-Quasibam)	Gap of 6 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/England/PORT-2D1E84/2020	EPI_ISL_499288	2020-04-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/PORT-2D1F18/2020	EPI_ISL_499296	2020-04-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/PORT-2D3B4F/2020	EPI_ISL_499312	2020-04-18	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/PORT-2D3CF1/2020	EPI_ISL_499322	2020-04-21	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/PORT-2D3D3A/2020	EPI_ISL_499325	2020-04-21	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/Australia/SA0476/2020	EPI_ISL_510542	2020-07-31	Oceania / Australia / South Australia	Human	Original			Illumina NextSeq 550				D.2	GR
hCoV-19/Australia/SA0480/2020	EPI_ISL_510544	2020-08-03	Oceania / Australia / South Australia	Human	Original			Illumina NextSeq 550				D.2	GR
hCoV-19/South Korea/KCDC2271/2020	EPI_ISL_510609	2020-05-17	Asia / South Korea	Human	Original			Illumina MiSeq				B.1.1	GR
hCoV-19/Switzerland/SG-ETHZ-200029/2020	EPI_ISL_510718	2020-07-14	Europe / Switzerland / St Gallen	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1	GR
hCoV-19/Switzerland/AG-ETHZ-210015/2020	EPI_ISL_510762	2020-07-20	Europe / Switzerland / Aargau	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1	GR
hCoV-19/Switzerland/VD-ETHZ-210061/2020	EPI_ISL_510794	2020-07-20	Europe / Switzerland / Vaud	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1.218	GR
hCoV-19/Portugal/PT0640/2020	EPI_ISL_510901	2020-03-29	Europe / Portugal	Human	Original			Illumina NextSeq 550	INSaFLU			B.1.1	GR
hCoV-19/Portugal/PT0662/2020	EPI_ISL_510921	2020-04-04	Europe / Portugal	Human	Original			Illumina NextSeq 550	INSaFLU			B.1.1	GR
hCoV-19/Australia/VIC4599/2020	EPI_ISL_519000	2020-07-12	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3, minimap2 v2.17, ivar v1.2.2, samtools v1.10			D.2	GR
hCoV-19/Australia/VIC4600/2020	EPI_ISL_519001	2020-07-12	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3, minimap2 v2.17, ivar v1.2.2, samtools v1.10			D.2	GR
