Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/WA-UW120/2020	EPI_ISL_416658	2020-03-11	North America / USA / Washington	Human	Original			Illumina NextSeq	custom			B.1	G
hCoV-19/Wales/PHWC-270B8/2020	EPI_ISL_422030	2020-03-29	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Wales/PHWC-26F9E/2020	EPI_ISL_422054	2020-03-29	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.67	G
hCoV-19/Wales/PHWC-268A2/2020	EPI_ISL_422057	2020-03-28	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Wales/PHWC-26E55/2020	EPI_ISL_422080	2020-03-29	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Wales/PHWC-260C8/2020	EPI_ISL_422111	2020-03-26	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.383	G
hCoV-19/Wales/PHWC-26FBC/2020	EPI_ISL_422120	2020-03-30	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.67	G
hCoV-19/Wales/PHWC-26E73/2020	EPI_ISL_422122	2020-03-30	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1.67	G
hCoV-19/Wales/PHWC-2680C/2020	EPI_ISL_422185	2020-03-26	Europe / United Kingdom / Wales	Human	Original	Dry swab		Illumina	Mapping consensus			B.1	G
hCoV-19/Scotland/EDB407/2020	EPI_ISL_426000	2020-03-30	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore GridION				B.1	G
hCoV-19/Scotland/EDB420/2020	EPI_ISL_426005	2020-03-30	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore GridION				B.1	G
hCoV-19/Scotland/EDB555/2020	EPI_ISL_426016	2020-03-31	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore GridION				B.1	G
hCoV-19/Australia/VIC329/2020	EPI_ISL_426639	2020-03-17	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v1 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Australia/VIC437/2020	EPI_ISL_426734	2020-03-26	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Australia/VIC460/2020	EPI_ISL_426753	2020-03-26	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Australia/VIC504/2020	EPI_ISL_426775	2020-03-23	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Australia/VIC514/2020	EPI_ISL_426784	2020-03-23	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Australia/VIC520/2020	EPI_ISL_426789	2020-03-23	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1.23	G
hCoV-19/Australia/VIC527/2020	EPI_ISL_426793	2020-03-24	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Australia/VIC537/2020	EPI_ISL_426803	2020-03-24	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Australia/VIC570/2020	EPI_ISL_426830	2020-03-25	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC v3 amplicons, NexteraXT library, minimap2 v2.17, ivar v1.2, samtools v1.10			B.1	G
hCoV-19/Czech Republic/IAB_12/2020	EPI_ISL_426888	2020-03-31	Europe / Czech Republic	Human	Original			Illumina MiSeq	De-novo assembly- viral-ngs: genomic analysis pipelines for viral sequencing			B.1	G
