Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/England/PORT-2ECEB3/2021	EPI_ISL_1000527	2021	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/England/QEUH-1032D92/2021	EPI_ISL_1000638	2021-01-15	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/England/CAMC-1217AA9/2021	EPI_ISL_1006644	2021-02-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/CAMC-1262FBF/2021	EPI_ISL_1018790	2021-02-10	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-109C91A/2021	EPI_ISL_1019918	2021-01-19	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-109D199/2021	EPI_ISL_1019937	2021-01-19	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-109C8E0/2021	EPI_ISL_1019941	2021-01-19	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-109BF64/2021	EPI_ISL_1019950	2021-01-18	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-109CF63/2021	EPI_ISL_1019965	2021-01-18	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-109BE58/2021	EPI_ISL_1019967	2021-01-19	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Denmark/DCGC-42843/2021	EPI_ISL_1023121	2021-02-08	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-42906/2021	EPI_ISL_1023184	2021-02-08	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-42917/2021	EPI_ISL_1023195	2021-02-08	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44086/2021	EPI_ISL_1024464	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44121/2021	EPI_ISL_1024499	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44166/2021	EPI_ISL_1024544	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44181/2021	EPI_ISL_1024559	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44208/2021	EPI_ISL_1024586	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-45452/2020	EPI_ISL_1025830	2020-12-21	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.79	GV
hCoV-19/England/QEUH-129E4D9/2021	EPI_ISL_1042441	2021-02-14	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-12A0BC0/2021	EPI_ISL_1043745	2021-02-12	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/CAMB-AA2E48/2021	EPI_ISL_1047141	2021-02-16	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/Wales/PHWC-4C9B68/2021	EPI_ISL_1053086	2021-02-08	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.177	GV
hCoV-19/Wales/PHWC-4C9CA1/2021	EPI_ISL_1053106	2021-02-04	Europe / United Kingdom / Wales	Human	Original			Illumina		Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.177.65	GV
hCoV-19/Wales/PHWC-4C9CED/2021	EPI_ISL_1053110	2021-02-06	Europe / United Kingdom / Wales	Human	Original			Illumina		Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.177.65	GV
hCoV-19/Wales/PHWC-4C9EF6/2021	EPI_ISL_1053141	2021-02-09	Europe / United Kingdom / Wales	Human	Original			Illumina		Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.177.65	GV
hCoV-19/Wales/PHWC-4C9F4E/2021	EPI_ISL_1053144	2021-02-09	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.177.65	GV
hCoV-19/Northern Ireland/RAND-11E2A02/2021	EPI_ISL_1054442	2021-01-30	Europe / United Kingdom / Northern Ireland	Human	Original			Oxford Nanopore				B.1.177.58	GV
hCoV-19/Denmark/DCGC-45628/2021	EPI_ISL_1065138	2021-02-15	Europe / Denmark / Sjaelland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-45632/2021	EPI_ISL_1065142	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/England/ALDP-12B3456/2021	EPI_ISL_1072124	2021-02-15	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-12BA950/2021	EPI_ISL_1072161	2021-02-14	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Wales/QEUH-961040/2020	EPI_ISL_532030	2020-08-03	Europe / United Kingdom / Wales	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/QEUH-9993EC/2020	EPI_ISL_541824	2020-08-24	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9990B8/2020	EPI_ISL_541838	2020-08-24	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Wales/MILK-9A51C5/2020	EPI_ISL_550030	2020-09-02	Europe / United Kingdom / Wales	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-9A8D19/2020	EPI_ISL_550052	2020-09-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-9A856C/2020	EPI_ISL_550080	2020-09-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-9A904C/2020	EPI_ISL_551222	2020-08-31	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-9A9C66/2020	EPI_ISL_551242	2020-09-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-9759D5/2020	EPI_ISL_552550	2020-08-20	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-982AE1/2020	EPI_ISL_552587	2020-08-09	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-974B0D/2020	EPI_ISL_552588	2020-08-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/SHEF-C5F73/2020	EPI_ISL_559909	2020-09-15	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/Scotland/CVR4276/2020	EPI_ISL_559949	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/Scotland/CVR4279/2020	EPI_ISL_559952	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/Scotland/CVR4281/2020	EPI_ISL_559954	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/Scotland/CVR4285/2020	EPI_ISL_559958	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/Scotland/CVR4298/2020	EPI_ISL_559969	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.177	GV
