Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Aruba/AW-RIVM-11772/2021	EPI_ISL_1013817	2021-02-01	South America / Aruba / Aruba	Human	Original			Nanopore MinION				B.1	GH
hCoV-19/USA/NY-Wadsworth-21017501-01/2021	EPI_ISL_1016114	2021-01-27	North America / USA / New York / Queens	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21017503-01/2021	EPI_ISL_1016116	2021-01-15	North America / USA / New York / New York County	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21017583-01/2021	EPI_ISL_1016158	2021-01-18	North America / USA / New York / Nassau County	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21018116-01/2021	EPI_ISL_1016171	2021-01-26	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21018126-01/2021	EPI_ISL_1016174	2021-01-31	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21018130-01/2021	EPI_ISL_1016177	2021-01-31	North America / USA / New York / Westchester County	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21018136-01/2021	EPI_ISL_1016182	2021-01-30	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21018137-01/2021	EPI_ISL_1016183	2021-01-29	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-Wadsworth-21018138-01/2021	EPI_ISL_1016184	2021-01-28	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526	GH
