Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Switzerland/BE-ETHZ-481127/2021	EPI_ISL_1004032	2021-02-02	Europe / Switzerland / Bern	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe			B.1.177	GV
hCoV-19/Switzerland/BE-ETHZ-480533/2021	EPI_ISL_1004033	2021-02-02	Europe / Switzerland / Bern	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe			B.1.177	GV
hCoV-19/England/CAMC-120A9AC/2021	EPI_ISL_1012625	2021-02-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				V.1	GV
hCoV-19/Belgium/121020969/2021	EPI_ISL_1013771	2021-02-03	Europe / Belgium / Antwerp	Human	Original	Nasopharyngeal swab		Nanopore MinION				B.1.177.77	GV
hCoV-19/Scotland/QEUH-109B131/2021	EPI_ISL_1019938	2021-01-19	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177.77	GV
hCoV-19/Denmark/DCGC-42886/2021	EPI_ISL_1023164	2021-02-08	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-42892/2021	EPI_ISL_1023170	2021-02-08	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44023/2021	EPI_ISL_1024401	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44029/2021	EPI_ISL_1024407	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44059/2021	EPI_ISL_1024437	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44095/2021	EPI_ISL_1024473	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44117/2021	EPI_ISL_1024495	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-44232/2021	EPI_ISL_1024610	2021-02-01	Europe / Denmark / Sjaelland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-45448/2020	EPI_ISL_1025826	2020-12-21	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.79	GV
hCoV-19/Denmark/DCGC-45460/2020	EPI_ISL_1025838	2020-12-21	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.79	GV
hCoV-19/England/ALDP-12A0BB1/2021	EPI_ISL_1043722	2021-02-11	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_E64stop results in 47.9% truncation of the protein sequence.	info	B.1.177.4	GV
hCoV-19/England/ALDP-1294B92/2021	EPI_ISL_1044943	2021-02-11	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.177.4	GV
hCoV-19/England/CAMC-12991AA/2021	EPI_ISL_1061449	2021-02-14	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		Gap of 8 nucleotide(s) found at refpos 27571 (frameshift confirmed by the submitter). NS7a without BLAST coverage.	info	B.1.177.4	GV
hCoV-19/Denmark/DCGC-46782/2021	EPI_ISL_1066292	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-46900/2021	EPI_ISL_1066411	2021-02-15	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-46913/2020	EPI_ISL_1066424	2020-12-21	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.79	GV
hCoV-19/Denmark/DCGC-46938/2021	EPI_ISL_1066449	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Denmark/DCGC-46949/2021	EPI_ISL_1066460	2021-02-15	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.177.60	GV
hCoV-19/Scotland/QEUH-96A96A/2020	EPI_ISL_534665	2020-08-17	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177.60	GV
hCoV-19/Scotland/QEUH-96B204/2020	EPI_ISL_534686	2020-08-18	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177.56	GV
hCoV-19/England/MILK-99234D/2020	EPI_ISL_540673	2020-08-27	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.57	GV
hCoV-19/England/MILK-99236B/2020	EPI_ISL_540674	2020-08-27	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.57	GV
hCoV-19/England/NORW-EF9FD/2020	EPI_ISL_540698	2020-09-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.57	GV
hCoV-19/Spain/MD-IBV-99007146/2020	EPI_ISL_541918	2020-08-07	Europe / Spain / Madrid / Madrid	Human	Original			Illumina MiSeq	BWA/IVAR			B.1.177	GV
hCoV-19/England/MILK-9A6ABA/2020	EPI_ISL_550065	2020-09-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177.57	GV
hCoV-19/England/MILK-9A91A3/2020	EPI_ISL_551213	2020-08-30	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177.57	GV
hCoV-19/England/MILK-9A9792/2020	EPI_ISL_551223	2020-09-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177.57	GV
hCoV-19/England/MILK-975C63/2020	EPI_ISL_552601	2020-08-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177.56	GV
hCoV-19/England/MILK-975911/2020	EPI_ISL_552624	2020-08-20	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-9751EC/2020	EPI_ISL_552634	2020-08-20	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/MILK-974C55/2020	EPI_ISL_552688	2020-08-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177.56	GV
hCoV-19/England/MILK-975C36/2020	EPI_ISL_552695	2020-08-21	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177.56	GV
hCoV-19/England/SHEF-C6AF9/2020	EPI_ISL_559913	2020-09-14	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.57	GV
hCoV-19/England/SHEF-C9C96/2020	EPI_ISL_559927	2020-09-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.57	GV
