Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Switzerland/NE-ETHZ-471213/2021	EPI_ISL_1001873	2021-01-28	Europe / Switzerland / Neuchatel	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe	NS7a_Y40stop results in 67.8% truncation of the protein sequence.	info	B.1.160	GH
hCoV-19/Aruba/AW-RIVM-11762/2021	EPI_ISL_1013808	2021-02-01	South America / Aruba / Aruba	Human	Original			Nanopore MinION				B.1.111	GH
hCoV-19/Netherlands/FR-RIVM-12095/2021	EPI_ISL_1013842	2021-02-01	Europe / Netherlands / Friesland	Human	Original			Nanopore MinION				B.1.160	GH
hCoV-19/Netherlands/GE-RIVM-11878/2021	EPI_ISL_1013861	2021-01-25	Europe / Netherlands / Gelderland	Human	Original			Nanopore MinION				B.1.160	GH
hCoV-19/Netherlands/GE-RIVM-11985/2021	EPI_ISL_1013881	2021-01-26	Europe / Netherlands / Gelderland	Human	Original			Nanopore MinION				B.1.160	GH
hCoV-19/USA/NY-Wadsworth-21018148-01/2021	EPI_ISL_1016194	2021-01-31	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.111	GH
hCoV-19/USA/OR-PROV-327/2020	EPI_ISL_1017332	2020-06-25	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.163	GH
hCoV-19/USA/OR-PROV-422/2020	EPI_ISL_1017344	2020-06-24	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.470	GH
hCoV-19/USA/OR-PROV-442/2020	EPI_ISL_1017345	2020-06-23	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.163	GH
hCoV-19/USA/OR-PROV-576/2020	EPI_ISL_1017449	2020-06-04	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.161	GH
hCoV-19/Denmark/DCGC-42855/2021	EPI_ISL_1023133	2021-02-08	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	Gap of 1 nucleotide(s) found at refpos 29588 (FRAMESHIFT confirmed by the submitter).	info	B.1.160.8	GH
hCoV-19/Denmark/DCGC-42903/2021	EPI_ISL_1023181	2021-02-08	Europe / Denmark / Sjaelland	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.160	GH
hCoV-19/Denmark/DCGC-42974/2021	EPI_ISL_1023252	2021-02-08	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	Gap of 1 nucleotide(s) found at refpos 29588 (FRAMESHIFT confirmed by the submitter).	info	B.1.160.8	GH
hCoV-19/Denmark/DCGC-44050/2021	EPI_ISL_1024428	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.160	GH
hCoV-19/Denmark/DCGC-44052/2021	EPI_ISL_1024430	2021-02-01	Europe / Denmark / Hovedstaden	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.160	GH
hCoV-19/Denmark/DCGC-44055/2021	EPI_ISL_1024433	2021-02-01	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	Gap of 1 nucleotide(s) found at refpos 29588 (FRAMESHIFT confirmed by the submitter).	info	B.1.160.8	GH
hCoV-19/Denmark/DCGC-44063/2021	EPI_ISL_1024441	2021-02-01	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	Gap of 1 nucleotide(s) found at refpos 29588 (FRAMESHIFT confirmed by the submitter).	info	B.1.160.8	GH
hCoV-19/Denmark/DCGC-44174/2021	EPI_ISL_1024552	2021-02-01	Europe / Denmark / Syddanmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0	Gap of 1 nucleotide(s) found at refpos 29588 (FRAMESHIFT confirmed by the submitter).	info	B.1.160.8	GH
