Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/OR-PROV-316/2020	EPI_ISL_1017300	2020-06-30	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.313	GH
hCoV-19/USA/OR-PROV-328/2020	EPI_ISL_1017333	2020-06-25	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.313	GH
hCoV-19/USA/OR-PROV-449/2020	EPI_ISL_1017368	2020-06-18	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
hCoV-19/USA/OR-PROV-453/2020	EPI_ISL_1017371	2020-06-18	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
hCoV-19/USA/CA-IGI-1157/2020	EPI_ISL_1041044	2020-09-18	North America / USA / California / Contra Costa County	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2 v2.16-r922 / iVar 1.3.1 reference aligned			B.1.564	GH
hCoV-19/USA/CA-IGI-1176/2020	EPI_ISL_1041053	2020-08-21	North America / USA / California / Alameda County	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2 v2.16-r922 / iVar 1.3.1 reference aligned			B.1.369	GH
hCoV-19/USA/CA-IGI-1119/2020	EPI_ISL_1041058	2020-10-21	North America / USA / California / Contra Costa County	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2 v2.16-r922 / iVar 1.3.1 reference aligned			B.1.369	GH
hCoV-19/USA/CA-IGI-1123/2020	EPI_ISL_1041102	2020-08-26	North America / USA / California / Alameda County	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Minimap2 v2.16-r922 / iVar 1.3.1 reference aligned			B.1.564	GH
hCoV-19/USA/TX-HMH-MCoV-20266/2021	EPI_ISL_1074707	2021-01-05	North America / USA / Texas / Houston	Human	Original			Illumina	ARTIC V3			B.1	GH
hCoV-19/USA/TX-HMH-MCoV-24991/2021	EPI_ISL_1079605	2021-01-19	North America / USA / Texas / Houston	Human	Original			Illumina	ARTIC V3			B.1.311	GH
hCoV-19/Netherlands/Haarlem_1363688/2020	EPI_ISL_413572	2020-03-01	Europe / Netherlands / Noord-Holland / Haarlem	Human	Original			Nanopore				B.1	GH
hCoV-19/Finland/14M32/2020	EPI_ISL_418408	2020-03-14	Europe / Finland / Helsinki	Human	Original	Nasopharyngeal swab		Illumina MiSeq	BWA-MEM			B.1	GH
hCoV-19/France/ARA-10170/2020	EPI_ISL_418420	2020-03-17	Europe / France / Auvergne-Rhone-Alpes / Lyon	Human	Original	Nasopharyngeal swab		Illumina NextSeq	bwa, samtools, custom			B.1.356	GH
hCoV-19/Australia/VIC31/2020	EPI_ISL_419750	2020-03-10	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC V1 amplicons, Nextera XT library, minimap2 v2.17, ivar v1.1, samtools v1.10			B.1	GH
hCoV-19/Australia/VIC50/2020	EPI_ISL_419766	2020-03-12	Oceania / Australia / Victoria	Human	Original			Illumina NextSeq 550	ARTIC V1 amplicons, Nextera XT library, minimap2 v2.17, ivar v1.1, samtools v1.10			B.1	GH
