Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Switzerland/VS-ETHZ-481187/2021	EPI_ISL_1001835	2021-01-30	Europe / Switzerland / Valais	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe	NS8_Q27stop results in 78.5% truncation of the protein sequence.	info	B.1.369	GH
hCoV-19/USA/OR-CGRB-072520-055/2020	EPI_ISL_1004197	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.369	GH
hCoV-19/USA/NY-Wadsworth-21017584-01/2021	EPI_ISL_1016159	2021-01-15	North America / USA / New York / Nassau County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.517	GH
hCoV-19/USA/NY-Wadsworth-21017652-01/2021	EPI_ISL_1016165	2021-01-15	North America / USA / New York / Nassau County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.517	GH
hCoV-19/USA/NY-Wadsworth-21018142-01/2021	EPI_ISL_1016188	2021-01-30	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.517	GH
hCoV-19/USA/OR-PROV-345/2020	EPI_ISL_1017326	2020-06-26	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.369	GH
hCoV-19/USA/OR-PROV-474/2020	EPI_ISL_1017347	2020-06-22	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.576	GH
hCoV-19/USA/OR-PROV-459/2020	EPI_ISL_1017361	2020-06-20	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
hCoV-19/USA/OR-PROV-458/2020	EPI_ISL_1017365	2020-06-19	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
hCoV-19/USA/OR-PROV-451/2020	EPI_ISL_1017370	2020-06-18	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
hCoV-19/USA/OR-PROV-444/2020	EPI_ISL_1017377	2020-06-17	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
hCoV-19/USA/OR-PROV-396/2020	EPI_ISL_1017390	2020-06-15	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.369	GH
hCoV-19/USA/OR-PROV-493/2020	EPI_ISL_1017420	2020-06-11	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
hCoV-19/USA/OR-PROV-437/2020	EPI_ISL_1017441	2020-06-06	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1	GH
