Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Switzerland/ZH-ETHZ-210034/2020	EPI_ISL_510775	2020-07-22	Europe / Switzerland / Zurich	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.177	GV
hCoV-19/England/MILK-9918B8/2020	EPI_ISL_577000	2020-08-26	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/England/MILK-991A2B/2020	EPI_ISL_577014	2020-08-26	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/England/MILK-991A76/2020	EPI_ISL_577017	2020-08-26	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.57	GV
hCoV-19/England/MILK-9E15B2/2020	EPI_ISL_577074	2020-09-19	Europe / United Kingdom / England	Human	Original			Illumina				B.1.177.57	GV
hCoV-19/England/MILK-9E1673/2020	EPI_ISL_577081	2020-09-19	Europe / United Kingdom / England	Human	Original			Illumina				B.1.177.4	GV
hCoV-19/England/QEUH-9AE8B8/2020	EPI_ISL_577251	2020-09-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177	GV
hCoV-19/England/QEUH-9D14B8/2020	EPI_ISL_577287	2020-09-14	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.57	GV
hCoV-19/England/QEUH-9D343E/2020	EPI_ISL_577333	2020-09-18	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.177.15	GV
hCoV-19/Scotland/QEUH-9AE751/2020	EPI_ISL_577370	2020-09-02	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.177.56	GV
hCoV-19/Wales/ALDP-9D9492/2020	EPI_ISL_577384	2020-09-18	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.177.4	GV
hCoV-19/Wales/MILK-9E14D3/2020	EPI_ISL_577402	2020-09-19	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.177.15	GV
hCoV-19/Wales/MILK-9E151C/2020	EPI_ISL_577404	2020-09-19	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.177.15	GV
hCoV-19/Wales/MILK-9E152B/2020	EPI_ISL_577405	2020-09-19	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.177.15	GV
