Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Scotland/QEUH-99822C/2020	EPI_ISL_534440	2020-08-26	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-998259/2020	EPI_ISL_534442	2020-08-26	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-998268/2020	EPI_ISL_534443	2020-08-26	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-990585/2020	EPI_ISL_534446	2020-08-29	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98FAB7/2020	EPI_ISL_534447	2020-08-30	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96E4FC/2020	EPI_ISL_534467	2020-08-20	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96E66F/2020	EPI_ISL_534471	2020-08-19	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177.79	GV
hCoV-19/Scotland/QEUH-96ECC7/2020	EPI_ISL_534477	2020-08-19	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96E1AA/2020	EPI_ISL_534502	2020-08-18	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96DD89/2020	EPI_ISL_534539	2020-08-21	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96DBAD/2020	EPI_ISL_534546	2020-08-20	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96D3F0/2020	EPI_ISL_534595	2020-08-20	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96DE2C/2020	EPI_ISL_534601	2020-08-21	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-96A96A/2020	EPI_ISL_534665	2020-08-17	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177.60	GV
hCoV-19/England/ALDP-9BE299/2020	EPI_ISL_568055	2020-09-10	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-9BE83D/2020	EPI_ISL_568079	2020-09-09	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Wales/ALDP-9BE466/2020	EPI_ISL_568103	2020-09-09	Europe / United Kingdom / Wales	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-9BE76D/2020	EPI_ISL_568107	2020-09-09	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-9BE3E1/2020	EPI_ISL_568143	2020-09-10	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177.65	GV
hCoV-19/England/ALDP-9BD9E0/2020	EPI_ISL_568168	2020-09-09	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-9BD9A4/2020	EPI_ISL_568171	2020-09-09	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/ALDP-9BDEE1/2020	EPI_ISL_568214	2020-09-10	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8930/2020	EPI_ISL_568225	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B86DF/2020	EPI_ISL_568226	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B896D/2020	EPI_ISL_568230	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9B75/2020	EPI_ISL_568232	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8F3E/2020	EPI_ISL_568233	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9B84/2020	EPI_ISL_568234	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8D34/2020	EPI_ISL_568236	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B82AE/2020	EPI_ISL_568237	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B87CD/2020	EPI_ISL_568238	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9D8E/2020	EPI_ISL_568239	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B845D/2020	EPI_ISL_568240	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8A4C/2020	EPI_ISL_568241	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177.5	GV
hCoV-19/Scotland/QEUH-9B8226/2020	EPI_ISL_568242	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177.5	GV
hCoV-19/Scotland/QEUH-9B9B93/2020	EPI_ISL_568243	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8921/2020	EPI_ISL_568244	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8709/2020	EPI_ISL_568246	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B82CC/2020	EPI_ISL_568249	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B84C6/2020	EPI_ISL_568250	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B846C/2020	EPI_ISL_568251	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9A69/2020	EPI_ISL_568252	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9A5A/2020	EPI_ISL_568253	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8253/2020	EPI_ISL_568255	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B85E1/2020	EPI_ISL_568257	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8ED7/2020	EPI_ISL_568260	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B82DB/2020	EPI_ISL_568262	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8235/2020	EPI_ISL_568263	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9DCA/2020	EPI_ISL_568264	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8244/2020	EPI_ISL_568266	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9BB1/2020	EPI_ISL_568267	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B85D2/2020	EPI_ISL_568271	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9AB4/2020	EPI_ISL_568274	2020-09-09	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B9C72/2020	EPI_ISL_568276	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8262/2020	EPI_ISL_568278	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8208/2020	EPI_ISL_568279	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8D25/2020	EPI_ISL_568283	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B89C7/2020	EPI_ISL_568284	2020-09-07	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B860C/2020	EPI_ISL_568286	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9B8271/2020	EPI_ISL_568287	2020-09-10	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-99043D/2020	EPI_ISL_568306	2020-08-30	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98FD27/2020	EPI_ISL_568314	2020-08-27	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-998DA3/2020	EPI_ISL_568329	2020-08-26	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98F738/2020	EPI_ISL_568334	2020-08-27	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98FD18/2020	EPI_ISL_568342	2020-08-27	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-998B03/2020	EPI_ISL_568348	2020-08-27	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98F862/2020	EPI_ISL_568349	2020-08-27	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98F96F/2020	EPI_ISL_568357	2020-08-27	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98F853/2020	EPI_ISL_568359	2020-08-27	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A476A/2020	EPI_ISL_568370	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A46B8/2020	EPI_ISL_568374	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A4779/2020	EPI_ISL_568375	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A4050/2020	EPI_ISL_568376	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A4041/2020	EPI_ISL_568378	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A474C/2020	EPI_ISL_568381	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A44CD/2020	EPI_ISL_568382	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-9A472E/2020	EPI_ISL_568383	2020-09-01	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/England/QEUH-99813E/2020	EPI_ISL_568390	2020-08-25	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98F3DA/2020	EPI_ISL_568431	2020-08-29	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98EE70/2020	EPI_ISL_568440	2020-08-28	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
hCoV-19/Scotland/QEUH-98F2FB/2020	EPI_ISL_568445	2020-08-24	Europe / United Kingdom / Scotland	Human	Original			Illumina NovaSeq				B.1.177	GV
