Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Aruba/AW-RIVM-11759/2021	EPI_ISL_1013805	2021-02-01	South America / Aruba / Aruba	Human	Original			Nanopore MinION				B.1.2	GH
hCoV-19/Aruba/AW-RIVM-11766/2021	EPI_ISL_1013812	2021-02-01	South America / Aruba / Aruba	Human	Original			Nanopore MinION				B.1.2	GH
hCoV-19/Aruba/AW-RIVM-11770/2021	EPI_ISL_1013816	2021-02-01	South America / Aruba / Aruba	Human	Original			Nanopore MinION				B.1.2	GH
hCoV-19/USA/WA-S4661/2021	EPI_ISL_1016004	2021-02-03	North America / USA / Washington / King County	Human	Original			Illumina NextSeq	Seattle Flu Assembly Pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017487-01/2021	EPI_ISL_1016107	2021-02-01	North America / USA / New York / Steuben County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017540-01/2021	EPI_ISL_1016136	2021-01-31	North America / USA / New York / Nassau County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017558-01/2021	EPI_ISL_1016143	2021-01-23	North America / USA / New York / Queens	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017571-01/2021	EPI_ISL_1016150	2021-01-19	North America / USA / New York / New York County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017654-01/2021	EPI_ISL_1016167	2021-01-26	North America / USA / New York / Suffolk County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/OR-PROV-318/2020	EPI_ISL_1017328	2020-06-25	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.2	GH
hCoV-19/USA/CT-Yale-1363/2021	EPI_ISL_1017474	2021-01-14	North America / USA / Connecticut	Human	Original	Nasopharyngeal swab		Illumina NovaSeq				B.1.2	GH
hCoV-19/USA/CT-Yale-1196/2021	EPI_ISL_1017479	2021-01-13	North America / USA / Connecticut	Human	Original	Nasopharyngeal swab		Illumina NovaSeq				B.1.2	GH
hCoV-19/USA/CT-Yale-1350/2021	EPI_ISL_1017485	2021-01-12	North America / USA / Connecticut	Human	Original	Nasopharyngeal swab		Illumina NovaSeq				B.1.2	GH
hCoV-19/USA/NY-Yale-1357/2021	EPI_ISL_1017489	2021-01-11	North America / USA / New York	Human	Original	Nasopharyngeal swab		Illumina NovaSeq		Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/CT-Yale-1191/2021	EPI_ISL_1017496	2021-01-05	North America / USA / Connecticut	Human	Original	Nasopharyngeal swab		Illumina NovaSeq				B.1.2	GH
hCoV-19/Denmark/DCGC-45566/2020	EPI_ISL_1025944	2020-11-23	Europe / Denmark	Human	Original			Oxford Nanopore	ARTIC-ncov2019 v1.1.0			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000800/2020	EPI_ISL_1029300	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000807/2020	EPI_ISL_1029303	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000812/2020	EPI_ISL_1029306	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000842/2020	EPI_ISL_1029319	2020-12-23	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000850/2020	EPI_ISL_1029324	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/IA-CDC-LC0000857/2020	EPI_ISL_1029327	2020-12-23	North America / USA / Iowa	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000873/2020	EPI_ISL_1029334	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/NJ-CDC-LC0000896/2020	EPI_ISL_1029340	2020-12-26	North America / USA / New Jersey	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/AZ-CDC-LC0000916/2020	EPI_ISL_1029347	2020-12-26	North America / USA / Arizona	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000955/2020	EPI_ISL_1029358	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000973/2020	EPI_ISL_1029367	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000977/2020	EPI_ISL_1029369	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000978/2020	EPI_ISL_1029370	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.544	GH
hCoV-19/USA/GA-CDC-LC0000990/2020	EPI_ISL_1029373	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000995/2020	EPI_ISL_1029375	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001007/2020	EPI_ISL_1029378	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001011/2020	EPI_ISL_1029380	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001020/2020	EPI_ISL_1029384	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001025/2020	EPI_ISL_1029388	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001029/2020	EPI_ISL_1029389	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001037/2020	EPI_ISL_1029392	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001040/2020	EPI_ISL_1029395	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.544	GH
hCoV-19/USA/MS-CDC-LC0001047/2020	EPI_ISL_1029397	2020-12-26	North America / USA / Mississippi	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/MS-CDC-LC0001049/2020	EPI_ISL_1029398	2020-12-26	North America / USA / Mississippi	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/NY-CDC-LC0001056/2020	EPI_ISL_1029401	2020-12-26	North America / USA / New York	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0001083/2020	EPI_ISL_1029410	2020-12-26	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0001090/2020	EPI_ISL_1029412	2020-12-26	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
