Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/England/QEUH-1032D0B/2021	EPI_ISL_1000634	2021-01-14	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-1215E90/2021	EPI_ISL_1006605	2021-02-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/CAMC-121758A/2021	EPI_ISL_1006638	2021-02-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-1214BB8/2021	EPI_ISL_1006671	2021-02-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-12155D7/2021	EPI_ISL_1006682	2021-02-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-1214C97/2021	EPI_ISL_1006685	2021-02-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-1215759/2021	EPI_ISL_1006690	2021-02-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-1214D76/2021	EPI_ISL_1006692	2021-02-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-121572C/2021	EPI_ISL_1006783	2021-02-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-1214F8F/2021	EPI_ISL_1006799	2021-02-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 20 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/MILK-122EE2B/2021	EPI_ISL_1012404	2021-02-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/CAMC-1235BDF/2021	EPI_ISL_1012409	2021-02-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/England/CAMC-12357AE/2021	EPI_ISL_1012416	2021-02-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
