Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Poland/2142830432_gx1/2021	EPI_ISL_1007970	2021-02-03	Europe / Poland / Wielkopolska / Poznań	Human	Original	Oropharyngeal and nasopharyngeal swab		Oxford Nanopore	ARTICv3			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017470-01/2021	EPI_ISL_1016102	2021-02-01	North America / USA / New York / Livingston County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017476-01/2021	EPI_ISL_1016103	2021-02-01	North America / USA / New York / Monroe County	Human	Original			Illumina NextSeq	ARTIC nf pipeline	NS8_Q18stop results in 86.0% truncation of the protein sequence.	info	B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017483-01/2021	EPI_ISL_1016106	2021-02-01	North America / USA / New York / Chemung County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017505-01/2021	EPI_ISL_1016118	2021-02-02	North America / USA / New York / Livingston County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017507-01/2021	EPI_ISL_1016120	2021-02-02	North America / USA / New York / Monroe County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017510-01/2021	EPI_ISL_1016123	2021-02-02	North America / USA / New York / Steuben County	Human	Original			Illumina NextSeq	ARTIC nf pipeline	Insertion of 6 nucleotides when compared to the reference sequence.	info	B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017511-01/2021	EPI_ISL_1016124	2021-02-02	North America / USA / New York / Steuben County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017513-01/2021	EPI_ISL_1016125	2021-02-02	North America / USA / New York / Steuben County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017519-01/2021	EPI_ISL_1016128	2021-01-27	North America / USA / New York / Herkimer County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017533-01/2021	EPI_ISL_1016134	2021-01-26	North America / USA / New York / Herkimer County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017552-01/2021	EPI_ISL_1016137	2021-01-30	North America / USA / New York / Montgomery County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017553-01/2021	EPI_ISL_1016138	2021-01-22	North America / USA / New York / Nassau County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21017572-01/2021	EPI_ISL_1016151	2021-01-15	North America / USA / New York / Westchester County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/NY-Wadsworth-21018117-01/2021	EPI_ISL_1016172	2021-01-30	North America / USA / New York / Bronx	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000810/2020	EPI_ISL_1029305	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000815/2020	EPI_ISL_1029309	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000841/2020	EPI_ISL_1029318	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000847/2020	EPI_ISL_1029321	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000851/2020	EPI_ISL_1029325	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0000854/2020	EPI_ISL_1029326	2020-12-24	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.596	GH
hCoV-19/USA/NY-CDC-LC0000864/2020	EPI_ISL_1029328	2020-12-22	North America / USA / New York	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0000888/2020	EPI_ISL_1029337	2020-12-26	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/AZ-CDC-LC0000902/2020	EPI_ISL_1029342	2020-12-26	North America / USA / Arizona	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/AZ-CDC-LC0000909/2020	EPI_ISL_1029345	2020-12-26	North America / USA / Arizona	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000948/2020	EPI_ISL_1029352	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000951/2020	EPI_ISL_1029354	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000961/2020	EPI_ISL_1029362	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000974/2020	EPI_ISL_1029368	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0000992/2020	EPI_ISL_1029374	2020-12-24	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001014/2020	EPI_ISL_1029382	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001021/2020	EPI_ISL_1029385	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001024/2020	EPI_ISL_1029387	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001033/2020	EPI_ISL_1029391	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001038/2020	EPI_ISL_1029393	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0001075/2020	EPI_ISL_1029406	2020-12-26	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/NY-CDC-LC0001088/2020	EPI_ISL_1029411	2020-12-26	North America / USA / New York	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0001091/2020	EPI_ISL_1029413	2020-12-24	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0001095/2020	EPI_ISL_1029414	2020-12-26	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0001096/2020	EPI_ISL_1029415	2020-12-26	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/CA-CDC-LC0001097/2020	EPI_ISL_1029416	2020-12-26	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.596	GH
hCoV-19/USA/CA-CDC-LC0001099/2020	EPI_ISL_1029417	2020-12-25	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.596	GH
hCoV-19/USA/CA-CDC-LC0001104/2020	EPI_ISL_1029419	2020-12-26	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001130/2020	EPI_ISL_1029427	2020-12-23	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.596	GH
hCoV-19/USA/GA-CDC-LC0001132/2020	EPI_ISL_1029428	2020-12-23	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0001138/2020	EPI_ISL_1029429	2020-12-26	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/DE-CDC-LC0001140/2020	EPI_ISL_1029430	2020-12-26	North America / USA / Delaware	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0001155/2020	EPI_ISL_1029436	2020-12-25	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/FL-CDC-LC0001162/2020	EPI_ISL_1029439	2020-12-26	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/PA-CDC-LC0001175/2020	EPI_ISL_1029444	2020-12-27	North America / USA / Pennsylvania	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001186/2020	EPI_ISL_1029445	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
hCoV-19/USA/GA-CDC-LC0001188/2020	EPI_ISL_1029446	2020-12-27	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.2	GH
