Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Switzerland/VD-ETHZ-480396/2021	EPI_ISL_1004000	2021-02-01	Europe / Switzerland / Vaud	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe			B.1.1.25	GR
hCoV-19/Switzerland/BL-ETHZ-480542/2021	EPI_ISL_1004046	2021-02-02	Europe / Switzerland / Basel-Landschaft	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe			B.1.1.519	GR
hCoV-19/Switzerland/VD-ETHZ-480618/2021	EPI_ISL_1004116	2021-02-03	Europe / Switzerland / Vaud	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina	V-pipe			B.1.1.519	GR
hCoV-19/USA/OR-CGRB-062020-052/2020	EPI_ISL_1004178	2020-06-20	North America / USA / Oregon / Lincoln County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"	NSP3_E426stop results in 78.1% truncation of the protein sequence. NS3_K21stop results in 92.7% truncation of the protein sequence. Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1	GR
hCoV-19/USA/OR-CGRB-072520-039/2020	EPI_ISL_1004179	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.158	GR
hCoV-19/USA/OR-CGRB-072520-052/2020	EPI_ISL_1004180	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.158	GR
hCoV-19/USA/OR-CGRB-072520-053/2020	EPI_ISL_1004181	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.158	GR
hCoV-19/USA/OR-CGRB-072520-054/2020	EPI_ISL_1004182	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.158	GR
hCoV-19/USA/OR-CGRB-072520-069/2020	EPI_ISL_1004183	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.158	GR
hCoV-19/USA/OR-CGRB-072520-070/2020	EPI_ISL_1004184	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"	Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.158	GR
hCoV-19/USA/OR-CGRB-072520-035/2020	EPI_ISL_1004185	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-036/2020	EPI_ISL_1004186	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-037/2020	EPI_ISL_1004187	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-038/2020	EPI_ISL_1004188	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-042/2020	EPI_ISL_1004191	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-043/2020	EPI_ISL_1004192	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-046/2020	EPI_ISL_1004193	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-047/2020	EPI_ISL_1004194	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-048/2020	EPI_ISL_1004195	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-049/2020	EPI_ISL_1004196	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-057/2020	EPI_ISL_1004198	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/USA/OR-CGRB-072520-058/2020	EPI_ISL_1004199	2020-07-25	North America / USA / Oregon / Umatilla County	Human	Original			Illumina HiSeq 3000	"BBDuk, BWA mem, primer clip, GATK"			B.1.1.291	GR
hCoV-19/Poland/2142901343_gx1/2021	EPI_ISL_1007980	2021-02-02	Europe / Poland / Wielkopolska / Puszczykowo	Human	Original	Oropharyngeal and nasopharyngeal swab		Oxford Nanopore	ARTICv3			B.1.1.317	GR
hCoV-19/Netherlands/NB-RIVM-12259/2021	EPI_ISL_1013925	2021-02-04	Europe / Netherlands / Noord-Brabant	Human	Original			Nanopore MinION				B.1.1	GR
hCoV-19/USA/NY-Wadsworth-21017567-01/2021	EPI_ISL_1016148	2021-01-22	North America / USA / New York / Suffolk County	Human	Original			Illumina NextSeq	ARTIC nf pipeline			B.1.1.519	GR
hCoV-19/USA/OR-PROV-304/2020	EPI_ISL_1017306	2020-06-29	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1.291	GR
hCoV-19/USA/OR-PROV-351/2020	EPI_ISL_1017317	2020-06-27	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1.291	GR
hCoV-19/USA/OR-PROV-353/2020	EPI_ISL_1017318	2020-06-27	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1	GR
hCoV-19/USA/OR-PROV-529/2020	EPI_ISL_1017352	2020-06-22	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1.291	GR
hCoV-19/USA/OR-PROV-405/2020	EPI_ISL_1017375	2020-06-17	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1.291	GR
hCoV-19/USA/OR-PROV-516/2020	EPI_ISL_1017392	2020-06-15	North America / USA / Oregon	Human	Original			Illumina NovaSeq 6000	BWA mem, Freebayes, vcffilter, bcftools consensus (AF >=50%, min DP > 100)			B.1.1.291	GR
hCoV-19/USA/GA-CDC-LC0001039/2020	EPI_ISL_1029394	2020-12-26	North America / USA / Georgia	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.1.222	GR
hCoV-19/USA/FL-CDC-LC0001079/2020	EPI_ISL_1029408	2020-12-26	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.1.25	GR
hCoV-19/USA/CA-CDC-LC0001125/2020	EPI_ISL_1029423	2020-12-26	North America / USA / California	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.1.222	GR
hCoV-19/USA/FL-CDC-LC0001147/2020	EPI_ISL_1029434	2020-12-25	North America / USA / Florida	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.1.291	GR
hCoV-19/USA/NY-CDC-LC0001303/2020	EPI_ISL_1029485	2020-12-27	North America / USA / New York	Human	Original	Nasal swab		PacBio	CLC Genomics			B.1.1.519	GR
hCoV-19/USA/CA-CZB-23302/2021	EPI_ISL_1030302	2021-01-13	North America / USA / California / Contra Costa County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina Novaseq	minimap2 / iVar	NS8_E64stop results in 47.9% truncation of the protein sequence.	info	B.1.1.517	GR
hCoV-19/USA/CA-CZB-23285/2021	EPI_ISL_1030303	2021-01-12	North America / USA / California / Contra Costa County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina Novaseq	minimap2 / iVar	NS8_E64stop results in 47.9% truncation of the protein sequence.	info	B.1.1.517	GR
hCoV-19/USA/AZ-TG716942/2020	EPI_ISL_1036463	2020-11-30	North America / USA / Arizona	Human	Original			Illumina				B.1.1.222	GR
hCoV-19/Canada/NS-NML-16207/2021	EPI_ISL_1055728	2021-01-11	North America / Canada / Nova Scotia	Human	Original	Nasopharyngeal swab		Nanopore MinION	ARTIC Network Protocol v1			B.1.1.222	GR
hCoV-19/USA/MI-UM-10038279430/2021	EPI_ISL_1059112	2021-02-11	North America / USA / Michigan	Human	Original			Illumina MiSeq	BWA-MEM, iVar			B.1.1.519	GR
